,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
rushing_yards_per_game,-0.020490889977903735,0.026262523740478768,-0.27862580974598256,0.0946794151417701,0.05227328200402778,0.02591577930839121,-0.013300352829648875,-0.045747024652697504,0.04577747910687686,-0.004847242047949954,-0.04977747171833632,-0.015927067033947855,-0.010291407513693968,-0.05201243008123892,0.05456546903145532,-0.012558604790222323,0.023400397329775904,-0.005503967075868168,0.0034603231527395367,0.010983124521279423,0.0030443249311613465,0.05169073479702465,-0.020959568225562168,-0.10583030656222671,0.032293995547637934,0.0328981405036273,0.004910798715974517,0.12757707820993422,-0.12141255849539079,0.05481747246534767
rushing_tds_per_game,-0.02405756205560996,0.034867275200558406,-0.23666042834302223,0.08471696535560665,0.04933020482285916,-0.0006466372976777466,-0.028581139738932216,-0.09003786787181502,0.08888847375578142,0.012462501896345748,-0.047886962691519805,-0.015303140593522623,-0.018724874896169492,-0.1016151573873792,0.15789478300208207,-0.006463832783530195,0.10986570751541529,0.10416083388555998,0.05397710631559985,0.015258923963575281,-0.09302031711065635,-0.10336027795112833,0.028632932480659144,-0.0585099687707769,0.0529981174391274,-0.06573696373268903,-0.070737931263756,-0.18242629581495615,0.24712114211433267,-0.25164410383022906
rushing_fumbles_per_game,-0.06282734296218709,0.0390368266121415,-0.0915036659853892,0.037506730912142225,0.00198031683715175,0.15735619855502553,0.015493296851178007,0.2107304719777225,-0.2660461554999605,-0.017651110268138207,0.018103645114299526,0.047386816882207174,0.08400206530442086,0.2565488866307528,0.09921747990907548,0.06805915567024161,-0.003804206488371285,0.1635816323004601,0.016222027018197933,-0.015938558515169808,-0.16004637521394974,-0.2502710086442595,-0.015757201058836254,0.0696119597151351,-0.013555753367272053,0.09364654492578843,0.07816982282975976,0.1608875588623017,-0.47148617345581806,0.07285601204501543
rushing_fumbles_lost_per_game,-0.035905779519620255,0.02310612278489814,-0.11849146763118118,0.04680611591967454,0.007221084764746072,0.1279169500158382,0.028214907953964134,0.24979053632153603,-0.3072302972542005,-0.020311520693676793,0.022853562693039484,0.05449919032223748,0.08930122750115774,0.29161495834303935,0.048615093592425995,0.06598302218955786,-0.003716595503928012,0.13468763928875718,0.0077947976909595665,0.06371949282419374,-0.14199092579697573,-0.20274564430999226,-0.003630532018645449,-0.036569862565734655,0.05730510716735051,-0.22410615509409926,-0.15013270822060157,-0.092476737280812,0.2632507184400128,0.05088240087471744
rushing_first_downs_per_game,-0.03315836218873329,0.0351453630285824,-0.26986172392277236,0.09335154624465455,0.053649549043308285,0.027883282209268542,-0.016389343577188346,-0.06264458446803711,0.05717470102689581,-0.004359390441396809,-0.049091958363341376,-0.01631668224970646,-0.00857083793232445,-0.056254155993172524,0.08325825663066103,-0.00955841403199545,0.040877145786097094,0.02452078748916996,0.01082429935373097,0.010983422758631426,-0.022862453017161468,0.014360112751911996,-0.00644896069850026,-0.09833584292863115,0.03234919278470913,0.020231376661557447,-0.011568448488379407,0.09229151513541456,-0.08200222998601647,0.02804155827951993
rushing_2pt_conversions_per_game,-0.016862049450276535,0.02201785351681552,-0.06134663185859597,0.022795620209749422,0.02650133623059815,0.024553881049659027,-0.019304589724169086,-0.12768078096793575,0.198032246149073,0.09244689193438692,0.5766133652673754,0.17547924533616963,0.15732338057171652,0.2015366564518482,0.06708592947308167,-0.002442827338994322,-0.044754832711801,-0.04886518749159406,-0.007095625830817659,-0.010891063777682841,0.009553798165791603,0.04055532244698082,-0.013886083060591567,-0.020385323945587445,0.0032277346222052716,-0.005277971352320041,-0.007784594560408344,0.012359141808161476,0.004841208508793651,-0.013897411623608519
receptions_per_game,0.1469941997758858,0.0918207581849347,-0.03222681385574559,0.006163679372052787,-0.04056176440545666,-0.0026284775404363534,0.018811784075114246,0.03536934004442804,0.07558103157147186,-0.02779787597166559,-0.012295481332749329,-0.014566591985774183,-0.029552743809815357,0.051837175869951055,-0.0758729683416987,0.012719486226466676,-0.06452400878817102,-0.03969401805414659,-0.09054160159057265,0.015339691546334461,-0.02035221317119544,-0.08825304404129669,-0.03320542064856787,-0.06030940377956693,-0.03505971465178731,-0.0012353790937720377,-0.007660484508342452,0.0730519885582738,0.048091910385967544,-0.01480870734155458
targets_per_game,0.14667834333240987,0.09104118150836839,-0.009259105403233152,-0.01127447435701408,0.004127996134310987,0.0011015630722127033,0.02195780433847571,0.05914282771306455,0.05837625414230754,-0.022564469976119578,-0.005412453247047847,0.005922155624674654,0.034307993897702456,-0.005172132915068318,-0.0573782603964576,0.0027921660862405104,-0.004391416233030865,-0.08907761462275791,-0.22818153262222232,0.05342419194801967,-0.029106535914769416,-0.12791886419422355,-0.021239190294597584,-0.04671534010436127,-0.0042248160435840254,-0.00290360696412193,0.02681180149260032,-0.011481374289350685,0.008686945733949758,-0.004111779235267437
receiving_yards_per_game,0.14683589389396015,0.10349549574386632,0.01728067758322887,-0.002231598855303953,-0.06134622597977906,0.010558167900647154,-0.002997067229948557,0.04881610284740165,0.07062169260860054,-0.014273252837381446,-0.012194609148142068,-0.023560313742880156,-0.010625826739177393,0.0593786126967905,-0.020280740811750388,0.015763007225985944,-0.0005208531413178007,0.036110644150691935,0.009787182352039124,0.011987332615434172,0.0016756208418374048,-0.00019771290314675818,-0.020247377533252026,-0.08276085362796182,-0.10766003277610145,-0.022937432596453096,0.028859185239321072,-0.02799385497130829,-0.014862670664890065,-0.01699694045825045
receiving_tds_per_game,0.11215521376173392,0.0846227420432075,0.047456851100717706,0.05999100047483452,-0.12335533891755218,0.014090524578713605,-0.08868184803844102,-0.18240636265677104,-0.18370397463131144,0.018931815687308663,0.028598213746162303,0.009320399581299849,0.05941281259830359,-0.035748062174062505,0.001516332906313583,0.003884921404631354,0.04715473948860592,0.053713890260376033,0.051845733416966695,0.06925422524793529,0.18304309985952233,-0.07557612313117915,-0.16165722993747947,0.04092799184690722,0.29720403686305663,0.06346838577557588,0.020313732159629762,-0.1698296536617795,-0.06812426846542363,0.059846814167942824
receiving_fumbles_per_game,0.04652040393241095,0.025650398949462142,-0.016402199053936563,-0.010051318834085839,-0.040458594110114494,-0.010306998757264077,0.4965836823104503,-0.09168394758569855,-0.03812221653452012,0.006117040331459003,0.002168463660990075,0.007967888592672797,0.008382033838404062,0.00721811320171846,0.026474583044039466,0.002054874831527329,0.0010992247535108106,0.05136860343510966,0.06598036474610952,-0.006882383775559557,0.014711276625858905,-0.00901397228484171,-0.06699166694813068,-0.1575570498105443,0.06155297147028876,-0.060582406613144846,0.19528120476844643,0.11437174536382416,0.3215354766851419,0.4304997748766585
receiving_fumbles_lost_per_game,0.03508871065835888,0.01847185282389375,-0.01293566044696367,-0.016607652825265017,-0.04238179274789573,-0.011709175141809256,0.5071616572595228,-0.10647751196783901,-0.04954649177488962,0.018109003499073545,0.005018927514418357,0.010145072827480003,0.026891574077557837,-0.014679296611068446,0.046790283218797954,-0.005871409431766239,0.02338439799559651,0.03596598233243633,0.07391991454289759,0.00011120097802799575,0.026115264879364806,-0.00831052608361245,-0.056327815561326135,-0.20269481268242395,0.05176494471343649,-0.051941168812523995,0.3455186965508071,-0.03651836908004236,-0.026327977850313287,-0.10772507919923803
receiving_air_yards_per_game,0.11534525815707924,0.08641318579709124,0.0876153364311627,-0.05839765743917626,0.19296123378294353,0.03982059299880002,-0.012719875832920093,0.06813404875542618,-0.061223302519546316,0.0277678101028968,0.019031222837807133,0.015398739327886168,0.11171239878768865,-0.10216577039748093,0.14181244229989784,-0.027449216672538065,0.10514500774303973,-0.012758876262689544,0.014897075333700101,0.009000033511430658,-0.007934515849955625,0.07647640583381736,0.010764151274202135,-0.057348921176348114,-0.0019480244095653949,-0.010959008253944615,0.027550012637137907,-0.045755663606384965,-0.02773571506807382,0.02159546453524339
receiving_yards_after_catch_per_game,0.10428030781881167,0.07172502087413071,-0.06923677654322004,0.004190384518686901,0.19999647533787548,0.01332271010283487,0.0032089771941174157,-0.08080726513212061,0.011046135423315718,0.015591282094689957,-0.028273714215316284,-0.03190006667943171,-0.07717421983251521,0.04574717056135323,-0.1801539482204842,0.0238519780748046,-0.3423404253685686,0.04487985131921097,0.07509331127373384,-0.1604015578767942,-0.08472904602385482,-0.09197164227958106,-0.22365530143010998,0.035203369577023254,0.03424402383907632,-0.0003397025378351923,0.0051123398766260205,-0.016646512726165196,0.010403389305383965,-0.055147488410482344
receiving_first_downs_per_game,0.14560761645154457,0.10181717958162353,0.02783280766576714,0.0027691015307567683,-0.07061949367324817,0.00966342165194483,-0.015375659474496145,0.03867650085073019,0.058349687162445096,-0.020283606928240324,-0.0046354870021191605,-0.01910411345186678,-0.013587335509534585,0.05926581895540896,-0.02353551139231501,0.014910991185044555,0.006465503568813924,0.02254881238268479,0.0017777772801063577,0.01712670340886702,-0.014328071212228337,-0.018050668314144102,0.0498136823520012,-0.018041046292399117,0.014172834026463686,-0.02461378386835438,0.04722240870226762,0.08505209990813944,0.037770643407821124,-0.057747076389729916
receiving_epa_per_game,0.09323937302620192,0.08150742530517326,0.04138543457151787,0.03617367393721847,-0.18313572140056517,0.01706043011586335,-0.1265279461171941,-0.014835766866532133,0.04364391765713023,-0.008350463162334613,-0.011652484759127706,-0.05875750894416055,-0.1043306168468421,0.15426805253913264,0.01794902098770268,0.03312186560974307,-0.01626744951417373,0.21402767219985266,0.41648753581475545,-0.05808277135179234,0.06577974534405466,0.19071292154680042,0.011270040051908601,-0.01809598479849406,-0.11549930228118306,-0.02082470614482964,-0.06657975935776993,0.09898552401194174,0.029308930618664363,-0.028146646797010823
receiving_2pt_conversions_per_game,0.02860058414595375,0.021479717036695184,0.0072387940545410295,-0.029804141533983374,-3.46702590622557e-05,-0.0028171484237160655,-0.01343172706902305,-0.02221380725306557,0.017138331424127694,-0.26248405769507516,-0.11662835904488707,0.6359066755360782,-0.1369638929427054,-0.03259988733039318,0.029241065830556346,-0.019877516187580196,0.00044095802378043067,0.0012921437334275233,0.04245682877307938,-0.01020328894200468,0.003066214281865583,0.009458579038979458,-0.035498310986333735,-0.0280581776031807,-0.007111536703944462,-0.012123001014679892,0.015645726743903625,0.02615502185842432,-0.0014778054420397733,-0.047556090784818435
racr_per_game,0.034857648681819585,0.0033855037343622787,0.04323899941916887,-0.014432554757898468,0.08720330859825814,-0.02189034638908345,0.0036988016873087263,-0.05440003836893766,-0.13086365610301415,0.11273815794797239,0.16193320394110625,-0.051715612759476386,-0.6178051270565647,0.09259834285312579,0.14921271928537513,-0.001162004901398178,0.11591434122668792,0.0005542660148293105,-0.12211398062961479,0.0609820687591711,0.02225644131936514,-0.025846340345552676,-0.037587452095122924,-0.03281498292281661,-0.010248369477218508,-0.019180602473826892,0.05274568910632883,0.02259485057523656,-0.004387711664741727,-0.04137061015905237
target_share_per_game,0.14859975576581266,0.08936320840238986,-0.012845295509580119,0.004267378533412579,-0.06069949382812837,-0.0034707638625547403,0.016708269086307473,0.07070240960665604,0.07241237307353768,-0.021123637913274432,-0.005216120574623213,-0.015549785683272704,-0.000999101930537838,0.018268834878822585,-0.034092737870673955,0.0010691036361022569,0.01206600848155275,-0.07499972633482514,-0.12561784752615276,0.03269793210938498,-0.040035710604317445,-0.06383104315845597,-0.004785332268413599,-0.08406606763523068,-0.051427463410534044,-0.018997581012026893,0.02559531634943233,0.11412097555189218,0.030311036278089475,-0.06744469110660492
air_yards_share_per_game,0.11364763233367503,0.08405426458314444,0.09045550414637785,-0.05158372565995006,0.1761450415301422,0.03976682008567968,-0.012178304989047664,0.07308158532923588,-0.06088107508101468,0.03552497793984268,0.02877706676665124,0.0029139842134130005,0.06916579433674029,-0.08690666250530879,0.1671887607925696,-0.03007376323968319,0.10107211769659949,0.004106640773805785,0.11116329989566076,-0.02943147085194057,-0.03158432486686014,0.1452527412770053,0.0008742240698065521,-0.06369465457240896,-0.02775944691456478,-0.031834702239374416,0.016286757687923575,0.09458286337216751,0.007776384938114781,-0.06303419964031952
wopr_x_per_game,0.12766471005210095,0.08805250895698034,0.043178263105943165,-0.040499486710635364,0.21652792812380878,0.031696540078045725,-0.00477586877962835,0.030585655817239665,-0.04965685196563616,0.028953053884417455,0.016611770397712475,-0.006252192583681934,0.026690831930696064,-0.06238748580313162,0.06560757627202549,-0.02021032645683182,-0.03599340691718319,-0.01861502782799724,0.07621779143039506,-0.064422713704138,-0.05414183952992632,0.047303975486716734,-0.05577904923428726,-0.03632816774788899,0.014987409070017006,-0.015306554185523824,0.007794708957839836,0.11223140042854711,0.03132494880795979,-0.07413262170937995
special_teams_tds_per_game,0.0024335858588281846,-0.015272157734700111,0.005686995888391332,-0.01589186313297184,-0.019614495241193682,-0.03392928989250349,-0.009141632404723278,0.013642341040014805,0.04561455895660108,0.608737188197515,-0.22846452484005547,0.22334391761148048,0.03906161471118052,0.11743677624859943,-0.003138365835103078,-0.020319194700321907,-0.02340911795763041,-0.04781768627000358,0.020533122272994597,0.03084460954772786,0.04164541348329217,0.0006826397708375898,0.019643859814485052,-0.04207077303354205,0.02149241907104494,0.006954382333037225,0.01493679389840517,0.02378180912689798,-0.004389301401063073,-0.031225513993871124
fantasy_points_per_game,-0.02735318798411577,0.19135245371118237,-0.10553681068862632,0.07586628194641366,-0.01856333271570915,-0.025621698039083558,-0.04014701969950034,-0.06578798989285323,0.04547905457322462,0.018752800828964942,-0.05131843947895949,-0.006091827605255242,0.008727534562234357,-0.022871140191584094,0.13372153826909064,-0.0007239258006466663,-0.041283813624954355,0.08624354482494367,-0.02879688506581953,0.02639067314825293,0.07246711378930681,-0.006087955352787263,-0.01764963331538184,-0.0630884919814644,0.02538170284765032,0.00397223665021528,0.0022950250607772426,-0.019380629808685768,-0.014759003837170487,-0.024257044739156016
fantasy_points_ppr_per_game,0.018822536066065487,0.19646999805089072,-0.10296454441570352,0.06903615472136541,-0.028332906994976988,-0.02347522095844977,-0.03006618757085097,-0.04793791409363664,0.06244377721942507,0.008474764756265246,-0.04907888839631246,-0.00966570241136102,-0.0009234259839461962,-0.005081974158295015,0.09627306358212799,0.0030846675957202883,-0.05548690760544058,0.06479811323846953,-0.05204324077346628,0.027880430651231893,0.05825604619878909,-0.031248810554652597,-0.02536816286957948,-0.07357490679578847,0.012221740465236034,0.0031581749516319656,-0.0002103640607705545,0.004226121124187183,0.0010095853474074502,-0.025834118587533577
tgt_sh_per_game,0.06443750925134335,-0.0062702867866138556,0.08047922675754769,0.27362323675397593,0.08356360110854584,-0.015546870667270991,0.08303689342917762,0.1317712227541355,0.12587411140224436,-0.02313830348485354,-0.008969690691283764,0.011466982679578382,-0.014516102811309346,0.00841188726415174,-0.04652312366760513,-0.0019723565004395234,0.01701053065722069,-0.04692482772809004,-0.1130202357514459,0.04257796070384036,0.036181689530078616,-0.13471118957715147,-0.10445316095774092,-0.0330424311882628,0.1600054499981246,0.0795690673471729,-0.08301496104096345,-0.0065869062540400425,0.04010589113552745,0.09916384302483634
ay_sh_per_game,0.060635092500523215,0.021219172748840966,0.10078370726039017,0.16366998920842607,0.20304821092796332,0.013530120073710123,0.061865716512670595,0.17829824153103802,0.0840892582053938,0.009598423429542497,0.014265716321567546,0.015680205048465908,0.03155308106773421,-0.047211955274702,0.06944450772594503,-0.028830940570607498,0.20303136867128102,-0.021821451936793988,0.06810274710519651,0.12254944990075561,0.32578303794578,-0.05627508921794051,-0.23028378466325705,0.269902064232508,-0.1632446239237726,-0.034662644584327044,-0.0891757737299308,0.12504310111503766,0.026758486678032423,-0.03954831420375595
wopr_y_per_game,0.06422584391622753,0.00975776834604377,0.0919960522188159,0.20917989884802726,0.22543066600698652,0.00362132672199813,0.07335637142911244,0.14308497309543242,0.09187185155954551,-0.0031645097523620063,0.0026682155882098682,0.010858251809643296,0.005761409379261673,-0.019543589222825414,-0.0016298870358817912,-0.01351962433100809,0.0895376499214602,-0.01312098926002312,0.020937035566783762,0.09519247745618617,0.2649548340031513,-0.14093408726421355,-0.23469055641481162,0.18019403876915052,-0.001876460465690389,0.025296501873930705,-0.12226684448658995,0.1662967888484226,0.0786845062894479,-0.02407127741711156
ry_sh_per_game,0.06468535852181015,0.008475869326446537,0.08776756621933095,0.2919189728670454,0.0353391506889644,-0.005424761582452633,0.062361237598680536,0.13285548702809782,0.14042703688887226,-0.010718769552254703,-0.013834859907258133,-0.00614293745157099,-0.07373863218396078,0.06685437774304911,-0.041670467922331464,0.004467361493640138,-0.004760448888339776,0.01586276554021865,0.07078340676406299,-0.04449347094059136,-0.05299489700380366,0.07506831195668379,0.05823744771690753,-0.06953159639489305,-0.07704281994905024,0.006604876888376373,0.041959768568185035,-0.32739877758751745,-0.14173396616647724,0.11538000334488231
rtd_sh_per_game,0.03229169720899378,0.010475723207197191,0.06025189301661837,0.22471149654227993,-0.08567530940101874,0.007849458900309862,-0.0776224563124546,-0.28473021046575636,-0.3442013967677208,0.050299603586883616,0.04977267934368581,0.050590466656202544,0.07894019498902259,-0.13946540477378844,-0.02915850828049413,-0.02871009435056992,-0.01693503322267352,-0.10448994708436568,-0.04080798781196395,-0.03174606454700008,-0.05607845174797572,-0.016573425873372172,-0.004979144246084147,0.0747660417665342,-0.18082963035912233,-0.04018591370477598,-0.07386209334936807,0.1733756890461685,0.09564927602648306,0.006558918183690369
rfd_sh_per_game,0.05820137532806025,0.006981141706881822,0.08901967960841023,0.2931697727942326,0.011464167078347609,-0.004102704250711667,0.03074264981583254,0.07528978196091607,0.0678768985944562,-0.005899418547463698,0.000883326647543067,0.0064948433205506695,-0.057758438561864515,0.04196308210323649,-0.06186831375740295,-0.00011352152629157858,0.007168207102139158,-0.02162031165639058,0.04413221989276068,-0.05564036456027784,-0.1413256516330095,0.09749553280427839,0.3084197985387991,0.21383453673421116,0.3730416614790858,-0.034400384649967024,0.13166320736364448,0.13270746719359702,0.02678521331159928,-0.051964229243133014
rtdfd_sh_per_game,0.05759156397082856,0.00823298234473545,0.09179666964003418,0.3096623647949613,-0.008409091000841319,-0.001501280504622564,0.009457719213551282,0.001168958370004874,-0.018082713448800233,0.006551387878261816,0.011460400455627122,0.017301013623557456,-0.03335491020553608,0.005592286412675493,-0.0588587662837309,-0.006560682891254817,0.0017022112960737505,-0.04101551790331257,0.02935068411143714,-0.05558562782511196,-0.13443780916244988,0.08458815920148087,0.2756163530537933,0.2143982026000455,0.30796394426234386,-0.031980713012882044,0.09175956327908485,0.15348677192931026,0.04732654174600621,-0.04079190709952584
dom_per_game,0.04801815354792259,0.012897617881737506,0.07600425603141465,0.2728008704404252,-0.07047437698368793,0.005249465561620762,-0.05395948079139604,-0.22174211122903018,-0.27318616535742074,0.04209679203146182,0.04134174758002605,0.04269955798387534,0.05231762245692277,-0.10617621374902703,-0.04072374259236954,-0.023642720832476403,-0.019156377165382637,-0.08794890274863446,-0.01473849393393081,-0.042516501027375184,-0.06882066055354454,0.0017276249528570423,-0.0052504956893666055,0.012611722762931004,-0.24337652066307217,-0.04843542394960444,-0.04407788177571975,0.0513138802903708,0.03860732459367378,0.043229978635260256
w8dom_per_game,0.06480647220943118,0.014624614376373864,0.08846675978637053,0.3044863855815186,-0.036012638186288644,0.00041658225934030236,-0.009010022460616947,-0.08990703747561538,-0.12093326004419712,0.022865905576722065,0.021876466647905077,0.023856168283091034,0.0030551519812447216,-0.03821965960989791,-0.052225727644745236,-0.012131266404695732,-0.019597393978564297,-0.048692234443202545,0.02780779685539716,-0.05251177737562861,-0.07775660676476857,0.029711989709415836,-0.004850345262314461,-0.08531194761965033,-0.301972287164701,-0.05361544902216763,0.008780256564221274,-0.1451348061483463,-0.055478968265181935,0.09310034207983019
yptmpa_per_game,0.06690580133600038,0.01112803746371767,0.0869174570753915,0.28619860574880585,0.03590737941260249,-0.005108614887176044,0.059350084768657274,0.1219844935650435,0.13197897014207274,-0.008489867017614481,-0.012198240481569396,-0.008252693477129472,-0.07444798186101478,0.0669630404978252,-0.04269455090311587,0.005555261033412985,-0.0029073065258982934,0.030053266226875403,0.09811058483915086,-0.04045277594703108,-0.02208197861903238,0.06294744717804843,0.003233250459316277,-0.09381434320689315,-0.16146104528374713,-0.0035298930891221893,0.0341833405208967,-0.37915642844819575,-0.159472421170914,0.1423049489095034
ppr_sh_per_game,-0.003118577557281192,0.021974582871400916,0.04276022827635248,0.26262209703747114,0.010585222872542264,0.07074298706091509,-0.004684306901411351,-0.10610471126603509,0.06793518940065686,-0.013147610330210693,-0.12331589807352973,-0.007959666091696148,0.021506127534566585,0.04966347488116423,0.31502655633337456,0.018070472298349707,-0.2213915751042404,0.09291414043203208,-0.2032486784665337,0.02536856953099898,-0.007029864260159066,0.08087329918025885,0.09182735116203529,-0.167952282672683,0.07742538299665068,0.2615340478003419,-0.3262716057670556,-0.06252788884936786,0.08575399022741644,0.0006975204563171013
first_season,0.016038080685831815,-0.0033761407230213716,0.01626455116154423,-0.011806068849844613,0.3235225838713722,-0.012668163297012388,-0.022091792702168402,-0.2500760245287542,-0.033274068972079594,-0.03539127984196029,-0.06180538911866798,0.013468870544445772,0.054982473645320065,0.15935120112804016,-0.28027972499300796,0.12175181052281311,0.10936264293431512,0.31938689775724477,-0.12211644892103159,0.1568436487699054,0.1394435977133581,0.05002344892954681,0.22279985764327015,-0.05289102189851097,-0.06380821861245035,-0.013280455251992567,0.03971411922101419,0.001665591513314118,-0.005686830709370444,-0.01335799235806875
years_experience,-0.0119273209469166,0.05992951283356809,0.016483147262334866,-0.03290792189986459,0.047949316622430176,-0.05792284557590803,-0.021195345193308623,-0.03524814957263782,-0.02131382130339869,-0.09253818961868476,-0.03124299026352467,-0.06950848466770786,-0.027056919837506337,0.10316656951557017,0.19156507980039103,-0.1474896766286512,-0.18105277174275855,-0.5358139128411545,0.42110840793477367,0.08427045604180178,0.15419945396028148,-0.43527686869913673,0.29469591192282996,-0.10722891701291662,-0.015170446970486817,0.07602060253046071,0.011148111630543899,-0.03396178559812864,-0.0008126024374662203,0.003435896153813991
